date,open,high,low,close,volume,ex_rate,
20171030,2513.87,2513.87,2497.42,2501.93,342006,1124.6,
20171027,2485.44,2499.15,2479.67,2496.63,511225,1130.5,
20171026,2489.6,2495.99,2480.63,2480.63,646882,1124.6,
20171025,2495.87,2497.41,2481.48,2492.5,599434,1127.9,
20171024,2489.31,2497.35,2487.17,2490.49,232007,1127.4,
20171023,2497.65,2500.33,2485.48,2490.05,274201,1130.2,
20171020,2477.3,2489.54,2476.88,2489.54,313210,1131,
20171019,2485.72,2490.94,2468.67,2473.06,236625,1132.4,
20171018,2481.53,2490.58,2475.67,2482.91,244245,1129.9,
20171017,2484.96,2487.88,2478.76,2484.37,199049,1132.5,
20171016,2483.17,2487.71,2470.24,2480.05,224414,1127.8,
20171013,2473.65,2479.73,2468.14,2473.62,234800,1128.9,
20171012,2461.7,2474.76,2459.48,2474.76,256211,1133.2,
20171011,2442.49,2458.16,2439.81,2458.16,201771,1135.2,
20171010,2425.63,2443.2,2421.1,2433.81,221744,1135.1,
20170929,2378.66,2394.47,2378.66,2394.47,184191,1145.4,
20170928,2374.1,2379.54,2365.67,2373.14,194772,1149.1,
20170927,2376.89,2377.18,2368.92,2372.57,202618,1140.7,
20170926,2371.62,2381.31,2365.34,2374.32,319124,1136.8,
20170925,2388.77,2392.44,2374.69,2380.4,339345,1131.8,
20170922,2404.35,2409.3,2381.81,2388.71,333616,1136.5,
20170921,2412.01,2415.13,2401.89,2406.5,335339,1132.7,
20170920,2420.82,2429.12,2405.78,2412.2,303285,1128.3,
20170919,2419.3,2422.05,2411.68,2416.05,254585,1131.3,
20170918,2390.58,2418.24,2389.65,2418.21,273477,1126.6,
20170915,2368.44,2386.07,2365.37,2386.07,298738,1131.7,
20170914,2365.54,2377.66,2358.43,2377.66,314262,1132.6,
20170913,2370.54,2373.61,2360.17,2360.18,318871,1128.5,
20170912,2372.02,2372.45,2359.12,2365.47,333573,1128.5,
20170911,2354.86,2369.72,2354.35,2359.08,243612,1131.9,
20170908,2350.19,2351.73,2340.63,2343.72,214592,1127.5,
20170907,2328.94,2349.79,2328.92,2346.19,277036,1129.4,
20170906,2324.84,2325.56,2314.31,2319.82,252681,1135.4,
20170905,2340.62,2340.62,2319.94,2326.62,320428,1131.1,
20170904,2316.89,2344.82,2316.89,2329.65,248494,1133,
20170901,2367.45,2370.25,2351.37,2357.69,280059,1122.8,
20170831,2373.96,2377.02,2355.29,2363.19,265050,1127.8,
20170830,2368.13,2372.29,2363.43,2372.29,305636,1124.2,
20170829,2356.2,2364.74,2332.85,2364.74,223089,1126.4,
20170828,2376.38,2383.46,2366.23,2370.3,226868,1120.1,
20170825,2381.47,2384.59,2372.67,2378.51,341960,1128.2,
20170824,2370.12,2382.72,2368.29,2375.84,295530,1127.9,
20170823,2376.53,2379.59,2360.71,2366.4,228615,1131.8,
20170822,2360.29,2369.02,2359.97,2365.33,251864,1133.8,
20170821,2363.38,2363.38,2351.96,2355,207225,1139,
20170818,2340.19,2362.43,2340.19,2358.37,201479,1141.3,
20170817,2351.61,2364.5,2346.74,2361.67,255766,1137.2,
20170816,2355.74,2358.46,2343.72,2348.26,270520,1141.5,
20170814,2336.02,2341.78,2327.8,2334.22,214025,1139.7,
20170811,2323.06,2335.12,2310.2,2319.71,318581,1143.5,
20170810,2360.95,2371.5,2339.06,2359.47,283873,1142,
20170809,2379.7,2387.53,2366.33,2368.39,234073,1135.2,
20170808,2404.68,2410.22,2383.94,2394.73,252853,1125.1,
20170807,2402.57,2412.13,2395.74,2398.75,244123,1127.1,
20170804,2389.74,2400.33,2383.45,2395.45,273565,1125,
20170803,2423.21,2423.55,2374.11,2386.85,303575,1128.8,
20170802,2431.94,2434.47,2424.18,2427.63,261569,1124,
20170801,2397.12,2432.62,2394.27,2422.96,264036,1121.3,
20170731,2392.02,2403.9,2388.39,2402.71,277570,1119,
20170728,2433.46,2434.38,2399.06,2400.99,318651,1122.1,
20170727,2443.28,2448.24,2435.49,2443.24,426497,1112.8,
20170726,2446.82,2446.96,2429.62,2434.51,336108,1121.8,
20170725,2450.76,2453.17,2437.14,2439.9,275199,1115.3,
20170724,2451.41,2451.53,2443.65,2451.53,233407,1114,
20170721,2438.78,2451.59,2437.84,2450.06,250131,1118.2,
20170720,2436.06,2443.69,2427.95,2441.84,251916,1125.5,
20170719,2430.09,2430.09,2419.64,2429.94,270965,1120.6,
20170718,2425.07,2426.16,2419.17,2426.04,260661,1123.1,
20170717,2427.76,2430.34,2419.91,2425.1,254205,1128.3,
20170714,2418.27,2421.48,2411.34,2414.63,258765,1133.3,
20170713,2405.76,2422.26,2402.92,2409.49,289260,1136.3,
20170712,2395.41,2399.28,2390.45,2391.77,268926,1145.1,
20170711,2386.42,2396.46,2382.69,2396,284462,1151.1,
20170710,2386.3,2389.87,2378.04,2382.1,296262,1149.5,
20170707,2376.29,2385.02,2372.83,2379.87,314370,1154.3,
20170706,2390.31,2392.5,2380.82,2387.81,301472,1157.4,
20170705,2377.01,2390.29,2375.63,2388.35,333721,1150.5,
20170704,2395.24,2398.02,2376.41,2380.52,411776,1150.6,
20170703,2397.66,2399.9,2384.55,2394.48,310991,1146.9,
20170630,2382.15,2391.81,2381.4,2391.79,343529,1144.1,
20170629,2396.81,2402.8,2393.57,2395.66,445131,1141.1,
20170628,2382.91,2390.89,2380.75,2382.56,361176,1144,
20170627,2386.76,2397.14,2383.47,2391.95,358034,1136.9,
20170626,2381.09,2390.7,2377.88,2388.66,325674,1137.1,
20170623,2371.54,2380.94,2369.17,2378.6,256259,1138.8,
20170622,2364.22,2370.39,2354.1,2370.37,299232,1140.9,
20170621,2358.23,2359.97,2346.19,2357.53,360344,1144,
20170620,2382.54,2382.54,2365.45,2369.23,360733,1135.4,
20170619,2364.02,2377.2,2356.84,2370.9,290944,1132.7,
20170616,2364.2,2365.37,2355.29,2361.83,329179,1134.1,
20170615,2373.36,2378.04,2350.37,2361.65,334886,1124.1,
20170614,2384.54,2387.29,2366.92,2372.64,392997,1123.9,
20170613,2358.92,2375.81,2358.92,2374.7,322081,1128.3,
20170612,2370.69,2374.7,2353.35,2357.87,327233,1127.3,
20170609,2371.22,2385.15,2367.81,2381.69,520558,1123.2,
20170608,2361.64,2365.52,2347.62,2363.57,417080,1122.1,
20170607,2364.96,2369.43,2356.71,2360.14,376207,1124,
20170605,2376.66,2376.83,2363.61,2368.62,326411,1118.3,
20170602,2353.77,2372.65,2353.45,2371.72,399499,1121.8,
20170601,2348.31,2351.31,2335.63,2344.61,336690,1122,
20170531,2339.25,2355.23,2338.25,2347.38,555939,1119.5,
20170530,2356.54,2358.69,2332.16,2343.68,508844,1125.1,
20170529,2362.59,2371.67,2344.25,2352.97,316177,1121.7,
20170526,2344.39,2364.8,2341.61,2355.3,312902,1120.7,
20170525,2325.49,2343.72,2321.26,2342.93,369280,1116.5,
20170524,2319.37,2322.54,2312.93,2317.34,409559,1126.8,
20170523,2308.69,2326.57,2303.15,2311.74,341085,1124.2,
20170522,2300.68,2305.21,2292.95,2304.03,340061,1118.6,
20170519,2286.78,2293.82,2282.13,2288.48,421133,1127.2,
20170518,2271.27,2288.85,2267.08,2286.82,378315,1124.5,
20170517,2291.56,2295.87,2283.01,2293.08,394821,1118.3,
20170516,2306.73,2309,2283.84,2295.33,368138,1116,
20170515,2288.23,2297.31,2280.6,2290.65,251594,1123.6,
20170512,2296.06,2296.51,2283.38,2286.02,335337,1127.4,
20170511,2278.47,2297.67,2271.66,2296.37,463460,1127.9,
20170510,2294.1,2323.22,2264.31,2270.12,422888,1135.8,
20170508,2245.61,2292.76,2244.23,2292.76,281761,1131.4,
20170504,2224.91,2241.24,2224.91,2241.24,261918,1132.7,
20170502,2213.61,2229.74,2212.87,2219.67,295139,1130.5,
20170428,2214.36,2217.04,2202.2,2205.44,268642,1137.9,
20170427,2201.72,2211.59,2199.76,2209.46,386106,1130.1,
20170426,2202.37,2210.61,2200.73,2207.84,397525,1125.1,
20170425,2175.7,2196.85,2174.11,2196.85,275897,1125.4,
20170424,2175.5,2177.89,2166.83,2173.74,374713,1129.9,
20170421,2161.24,2169.46,2156.64,2165.04,281540,1134.4,
20170420,2138.19,2150.43,2134.05,2149.15,268315,1139.8,
20170419,2144.98,2148.03,2133.82,2138.4,344221,1140.2,
20170418,2155.36,2155.36,2139.31,2148.46,291399,1142.4,
20170417,2140.87,2150.7,2138.7,2145.76,259303,1137.7,
20170414,2138.28,2141.61,2127.8,2134.88,383688,1140,
20170413,2130.64,2148.61,2125.87,2148.61,357582,1129.7,
20170412,2128.17,2129.82,2122.94,2128.91,427358,1141.4,
20170411,2129.23,2136.55,2117.82,2123.85,489309,1145.8,
20170410,2148.83,2148.83,2128.35,2133.32,512916,1142.2,
20170407,2154.87,2155.7,2142.51,2151.73,408456,1134.5,
20170406,2152.64,2153.83,2143.3,2152.75,510164,1133.2,
20170405,2161.9,2164.85,2146.98,2160.85,571691,1124.4,
20170404,2165.23,2166.94,2156.89,2161.1,522093,1121.9,
20170403,2166.04,2171.33,2161.26,2167.51,398513,1115.3,
20170331,2166.62,2166.93,2159.8,2160.23,441640,1118.4,
20170330,2170.18,2174.16,2159.16,2164.64,643563,1117.2,
20170329,2172.31,2172.31,2162.04,2166.98,626792,1114.2,
20170328,2166.58,2169.14,2157.71,2163.31,393970,1113,
20170327,2161.17,2165.25,2153.14,2155.66,395862,1112.8,
20170324,2171.36,2179.34,2163.34,2168.95,358673,1122.6,
20170323,2174.09,2182.42,2170.56,2172.72,358607,1122.4,
20170322,2159.97,2170,2158.96,2168.3,394425,1123.3,
20170321,2162.95,2181.99,2160.25,2178.38,303940,1120.3,
20170320,2160.32,2160.57,2151.51,2157.01,264946,1120.1,
20170317,2150.47,2164.59,2148.86,2164.58,302788,1130.9,
20170316,2154.98,2156.85,2143.01,2150.08,402424,1132,
20170315,2128.42,2135.38,2127.26,2133,374699,1143.6,
20170314,2127.12,2135.5,2124.42,2133.78,365074,1148.8,
20170313,2102.37,2122.88,2100.91,2117.59,382129,1144.4,
20170310,2088.67,2102.05,2082.31,2097.35,500860,1157.4,
20170309,2098.29,2100.08,2090.73,2091.06,408229,1158.1,
20170308,2092.27,2101.56,2088.19,2095.41,381441,1145.5,
20170307,2080.77,2096.79,2079.16,2094.05,277830,1146.1,
20170306,2073.2,2083.8,2067.68,2081.36,431445,1158,
20170303,2090.92,2091.59,2072.09,2078.75,425935,1156.1,
20170302,2105.19,2112.58,2096.31,2102.65,434713,1141.6,
20170228,2087.26,2094.41,2084.36,2091.64,399821,1130.7,
20170227,2095.47,2097.24,2084.08,2085.52,343702,1133.7,
20170224,2106.43,2107.83,2090.05,2094.12,385394,1131.5,
20170223,2106.15,2108.99,2103.11,2107.63,430850,1137.3,
20170222,2106.42,2108.98,2101.56,2106.61,312219,1142.6,
20170221,2085.97,2108.48,2085,2102.93,292539,1146.1,
20170220,2084.16,2085.59,2077.13,2084.39,297203,1147.5,
20170217,2072.57,2081.18,2072.57,2080.58,301517,1146.3,
